8	0.00011757	0.00015411	6.96788235e+07	1.74197059e+07	0.00017725	0.00012317	2	0	672	32	1792
8	0.00011824	0.00015194	6.92828153e+07	1.73207038e+07	0.00047962	0.00010618	2	0	672	32	1792
8	0.00011603	0.00014208	7.06012153e+07	1.76503038e+07	0.00025680	0.00007309	2	0	672	32	1792
8	0.00011632	0.00014237	7.04264104e+07	1.76066026e+07	0.00029987	0.00008093	2	0	672	32	1792
8	0.00012173	0.00014774	6.72975798e+07	1.68243950e+07	0.00019965	0.00010922	2	0	672	32	1792
8	0.00011795	0.00014410	6.94519825e+07	1.73629956e+07	0.00029322	0.00009251	2	0	672	32	1792
8	0.00011731	0.00014346	6.98308788e+07	1.74577197e+07	0.00024515	0.00007286	2	0	672	32	1792
8	0.00012022	0.00014717	6.81394735e+07	1.70348684e+07	0.00015952	0.00004694	2	0	672	32	1792
8	0.00012029	0.00014902	6.81032192e+07	1.70258048e+07	0.00012381	0.00007677	2	0	672	32	1792
8	0.00011728	0.00015078	6.98499324e+07	1.74624831e+07	0.00030067	0.00008160	2	0	672	32	1792
8	0.00011795	0.00014397	6.94519825e+07	1.73629956e+07	0.00023824	0.00007466	2	0	672	32	1792
7	0.00011853	0.00014848	6.04751615e+07	1.51187904e+07	0.00023920	0.00008173	2	0	672	32	1792
7	0.00011802	0.00014394	6.07375286e+07	1.51843822e+07	0.00016038	0.00004739	2	0	672	32	1792
1	0.00011808	0.00014294	8.67208690e+06	2.16802172e+06	0.00018186	0.00008768	2	0	672	32	1792
1	0.00011885	0.00015424	8.61604714e+06	2.15401178e+06	0.00026163	0.00008083	2	0	672	32	1792
1	0.00011808	0.00015136	8.67208690e+06	2.16802172e+06	0.00020701	0.00010768	2	0	672	32	1792
1	0.00011789	0.00014397	8.68621038e+06	2.17155259e+06	0.00028429	0.00007050	2	0	672	32	1792
2	0.00011853	0.00014317	1.72786176e+07	4.31965439e+06	0.00026490	0.00035491	2	0	672	32	1792
3	0.00011709	0.00015216	2.62366772e+07	6.55916931e+06	0.00016358	0.00009565	2	0	672	32	1792
3	0.00011741	0.00016586	2.61651676e+07	6.54129191e+06	0.00029997	0.00009366	2	0	672	32	1792
3	0.00011776	0.00015357	2.60869559e+07	6.52173899e+06	0.00017248	0.00009510	2	0	672	32	1792
3	0.00011792	0.00014784	2.60515612e+07	6.51289029e+06	0.00020202	0.00009094	2	0	672	32	1792
3	0.00011869	0.00015715	2.58829868e+07	6.47074671e+06	0.00034426	0.00010083	2	0	672	32	1792
3	0.00011763	0.00015402	2.61153424e+07	6.52883560e+06	0.00017930	0.00008314	2	0	672	32	1792
3	0.00012269	0.00015459	2.50391230e+07	6.25978076e+06	0.00020704	0.00010291	2	0	672	32	1792
3	0.00011811	0.00014813	2.60092121e+07	6.50230302e+06	0.00045389	0.00007450	2	0	672	32	1792
3	0.00012045	0.00015008	2.55047820e+07	6.37619550e+06	0.00031434	0.00008365	2	0	672	32	1792
3	0.00011818	0.00015107	2.59951263e+07	6.49878157e+06	0.00032925	0.00008016	2	0	672	32	1792
3	0.00011821	0.00015341	2.59880891e+07	6.49702228e+06	0.00048522	0.00008208	2	0	672	32	1792
3	0.00011693	0.00014829	2.62725788e+07	6.56814471e+06	0.00063395	0.00008803	2	0	672	32	1792
3	0.00011757	0.00014621	2.61295588e+07	6.53238970e+06	0.00015821	0.00008234	2	0	672	32	1792
3	0.00011866	0.00014826	2.58899672e+07	6.47249180e+06	0.00020416	0.00004394	2	0	672	32	1792
3	0.00011786	0.00014746	2.60657066e+07	6.51642664e+06	0.00037382	0.00010310	2	0	672	32	1792
3	0.00011818	0.00014650	2.59951263e+07	6.49878157e+06	0.00034368	0.00014154	2	0	672	32	1792
3	0.00011846	0.00015558	2.59319286e+07	6.48298214e+06	0.00026173	0.00007942	2	0	672	32	1792
3	0.00011875	0.00015507	2.58690374e+07	6.46725935e+06	0.00028118	0.00011555	2	0	672	32	1792
3	0.00011802	0.00014669	2.60303694e+07	6.50759235e+06	0.00022131	0.00004426	2	0	672	32	1792
3	0.00011731	0.00014998	2.61865796e+07	6.54664489e+06	0.00030739	0.00007517	2	0	672	32	1792
3	0.00011824	0.00015578	2.59810557e+07	6.49526394e+06	0.00028778	0.00015619	2	0	672	32	1792
3	0.00011750	0.00016314	2.61437907e+07	6.53594768e+06	0.00029734	0.00010253	2	0	672	32	1792
3	0.00011789	0.00015693	2.60586311e+07	6.51465778e+06	0.00026432	0.00008000	2	0	672	32	1792
3	0.00011798	0.00015434	2.60374295e+07	6.50935737e+06	0.00015350	0.00008534	2	0	672	32	1792
3	0.00011939	0.00014944	2.57303672e+07	6.43259179e+06	0.00034944	0.00005830	2	0	672	32	1792
3	0.00011818	0.00015613	2.59951263e+07	6.49878157e+06	0.00026608	0.00008035	2	0	672	32	1792
3	0.00011952	0.00015075	2.57028110e+07	6.42570275e+06	0.00043482	0.00004355	2	0	672	32	1792
3	0.00011722	0.00015462	2.62080265e+07	6.55200664e+06	0.00028029	0.00008269	2	0	672	32	1792
3	0.00011635	0.00014634	2.64026404e+07	6.60066010e+06	0.00043757	0.00007114	2	0	672	32	1792
3	0.00011834	0.00014925	2.59599785e+07	6.48999462e+06	0.00052819	0.00006950	2	0	672	32	1792
3	0.00011866	0.00014829	2.58899672e+07	6.47249180e+06	0.00027018	0.00007306	2	0	672	32	1792
3	0.00011818	0.00014784	2.59951263e+07	6.49878157e+06	0.00046227	0.00007168	2	0	672	32	1792
3	0.00011667	0.00014803	2.63302245e+07	6.58255613e+06	0.00035523	0.00008771	2	0	672	32	1792
3	0.00011818	0.00014752	2.59951263e+07	6.49878157e+06	0.00028016	0.00004934	2	0	672	32	1792
3	0.00011901	0.00014896	2.58133913e+07	6.45334783e+06	0.00031731	0.00007821	2	0	672	32	1792
3	0.00011722	0.00015478	2.62080265e+07	6.55200664e+06	0.00020323	0.00008893	2	0	672	32	1792
3	0.00011683	0.00015229	2.62941653e+07	6.57354133e+06	0.00023203	0.00005594	2	0	672	32	1792
3	0.00011709	0.00014848	2.62366772e+07	6.55916931e+06	0.00048077	0.00007875	2	0	672	32	1792
